127	10.58	12.81	13.61	14.82	18.52	20.21	21.95	24.63	29.35
128	10.67	12.83	13.63	14.84	18.56	20.27	22.02	24.72	29.48
129	10.75	12.85	13.66	14.87	18.61	20.33	22.09	24.81	29.61
130	10.83	12.87	13.68	14.9	18.66	20.39	22.16	24.9	29.73
131	10.92	12.89	13.7	14.93	18.71	20.45	22.23	24.98	29.86
132	11	12.91	13.73	14.96	18.76	20.51	22.29	25.07	29.97
133	11.08	12.94	13.75	14.99	18.81	20.56	22.36	25.15	30.09
134	11.17	12.96	13.78	15.02	18.86	20.62	22.43	25.24	30.2
135	11.25	12.98	13.8	15.05	18.91	20.68	22.5	25.32	30.31
136	11.33	13	13.83	15.08	18.95	20.74	22.56	25.4	30.42
137	11.42	13.03	13.86	15.12	19	20.79	22.63	25.48	30.52
138	11.5	13.05	13.89	15.15	19.05	20.85	22.7	25.56	30.63
139	11.58	13.08	13.92	15.18	19.1	20.91	22.76	25.64	30.73
140	11.67	13.1	13.94	15.22	19.15	20.97	22.83	25.72	30.83
141	11.75	13.13	13.97	15.25	19.2	21.03	22.89	25.79	30.93
142	11.83	13.16	14.01	15.29	19.25	21.08	22.96	25.87	31.02
143	11.92	13.19	14.04	15.32	19.31	21.14	23.02	25.94	31.12
144	12	13.21	14.07	15.36	19.36	21.2	23.09	26.02	31.21
145	12.08	13.24	14.1	15.4	19.41	21.25	23.15	26.09	31.3
146	12.17	13.28	14.13	15.44	19.46	21.31	23.22	26.17	31.39
147	12.25	13.31	14.17	15.47	19.51	21.37	23.28	26.24	31.47
148	12.33	13.34	14.2	15.51	19.56	21.43	23.34	26.31	31.56
149	12.42	13.37	14.24	15.55	19.61	21.49	23.4	26.38	31.64
150	12.5	13.4	14.27	15.59	19.67	21.54	23.47	26.45	31.73
151	12.58	13.44	14.31	15.63	19.72	21.6	23.53	26.52	31.81
152	12.67	13.47	14.34	15.67	19.77	21.66	23.6	26.59	31.89
153	12.75	13.5	14.38	15.71	19.82	21.72	23.66	26.66	31.97
154	12.83	13.54	14.42	15.75	19.88	21.78	23.72	26.73	32.04
155	12.92	13.58	14.46	15.8	19.93	21.83	23.78	26.8	32.12
156	13	13.61	14.5	15.84	19.99	21.89	23.84	26.87	32.19
157	13.08	13.65	14.54	15.88	20.04	21.95	23.91	26.94	32.27
158	13.17	13.69	14.58	15.93	20.09	22.01	23.97	27	32.33
159	13.25	13.73	14.62	15.97	20.15	22.07	24.03	27.07	32.41
160	13.33	13.76	14.66	16.02	20.2	22.13	24.1	27.14	32.48
161	13.42	13.8	14.7	16.06	20.26	22.19	24.15	27.2	32.54
162	13.5	13.84	14.74	16.11	20.31	22.24	24.22	27.26	32.6
163	13.58	13.88	14.79	16.16	20.37	22.3	24.28	27.33	32.67
164	13.67	13.93	14.83	16.2	20.43	22.36	24.34	27.39	32.74
165	13.75	13.97	14.87	16.25	20.48	22.42	24.4	27.46	32.8
166	13.83	14.01	14.92	16.3	20.54	22.48	24.46	27.52	32.86
167	13.92	14.05	14.96	16.35	20.6	22.54	24.53	27.58	32.92
168	14	14.09	15.01	16.39	20.65	22.6	24.59	27.64	32.97
169	14.08	14.14	15.05	16.44	20.71	22.66	24.65	27.7	33.03
170	14.17	14.18	15.1	16.49	20.76	22.72	24.71	27.76	33.08
171	14.25	14.22	15.14	16.54	20.82	22.77	24.76	27.82	33.14
172	14.33	14.26	15.19	16.59	20.88	22.83	24.82	27.88	33.19
173	14.42	14.31	15.23	16.64	20.93	22.89	24.88	27.94	33.25
174	14.5	14.35	15.28	16.68	20.99	22.95	24.94	28	33.3
175	14.58	14.4	15.33	16.73	21.04	23	25	28.05	33.34
176	14.67	14.44	15.37	16.78	21.1	23.06	25.06	28.11	33.39
177	14.75	14.48	15.42	16.83	21.15	23.12	25.11	28.16	33.43
178	14.83	14.53	15.46	16.88	21.21	23.17	25.17	28.22	33.47
179	14.92	14.57	15.51	16.93	21.26	23.23	25.22	28.27	33.52
180	15	14.61	15.55	16.98	21.31	23.28	25.27	28.32	33.56
181	15.08	14.66	15.6	17.02	21.37	23.33	25.33	28.37	33.6
182	15.17	14.7	15.64	17.07	21.42	23.39	25.38	28.42	33.64
183	15.25	14.74	15.69	17.12	21.47	23.44	25.43	28.47	33.67
184	15.33	14.78	15.73	17.16	21.52	23.49	25.48	28.52	33.71
185	15.42	14.83	15.78	17.21	21.57	23.54	25.53	28.56	33.74
186	15.5	14.87	15.82	17.26	21.62	23.59	25.58	28.61	33.78
187	15.58	14.91	15.87	17.3	21.67	23.64	25.63	28.66	33.81
188	15.67	14.95	15.91	17.35	21.72	23.69	25.68	28.7	33.85
189	15.75	15	15.95	17.4	21.77	23.74	25.73	28.75	33.88
190	15.83	15.04	16	17.44	21.82	23.79	25.78	28.8	33.92
191	15.92	15.08	16.04	17.49	21.87	23.84	25.83	28.84	33.95
192	16	15.12	16.08	17.53	21.92	23.89	25.88	28.89	33.98
193	16.08	15.16	16.12	17.57	21.97	23.94	25.92	28.93	34.01
194	16.17	15.2	16.17	17.62	22.01	23.99	25.97	28.97	34.05
195	16.25	15.24	16.21	17.66	22.06	24.04	26.02	29.02	34.08
196	16.33	15.28	16.25	17.71	22.11	24.08	26.07	29.06	34.12
197	16.42	15.32	16.29	17.75	22.16	24.13	26.11	29.11	34.15
198	16.5	15.36	16.33	17.79	22.2	24.18	26.16	29.15	34.19
199	16.58	15.4	16.37	17.83	22.25	24.22	26.21	29.2	34.23
200	16.67	15.44	16.41	17.88	22.29	24.27	26.25	29.24	34.26
201	16.75	15.47	16.45	17.92	22.34	24.32	26.3	29.29	34.31
202	16.83	15.51	16.49	17.96	22.39	24.37	26.35	29.34	34.35
203	16.92	15.55	16.53	18	22.43	24.41	26.4	29.38	34.39
204	17	15.59	16.57	18.04	22.48	24.46	26.44	29.43	34.43
205	17.08	15.62	16.6	18.08	22.52	24.5	26.49	29.48	34.48
206	17.17	15.66	16.64	18.12	22.57	24.55	26.54	29.52	34.52
207	17.25	15.69	16.68	18.16	22.61	24.6	26.58	29.57	34.57
208	17.33	15.73	16.72	18.2	22.66	24.64	26.63	29.62	34.61
209	17.42	15.76	16.75	18.24	22.7	24.69	26.68	29.67	34.66
210	17.5	15.8	16.79	18.28	22.74	24.73	26.72	29.71	34.7
211	17.58	15.83	16.83	18.31	22.79	24.78	26.77	29.76	34.75
212	17.67	15.87	16.86	18.35	22.83	24.82	26.81	29.81	34.8
213	17.75	15.9	16.9	18.39	22.87	24.87	26.86	29.86	34.85
214	17.83	15.93	16.93	18.43	22.91	24.91	26.91	29.9	34.9
215	17.92	15.97	16.97	18.46	22.96	24.96	26.95	29.95	34.95
216	18	16	17	18.5	23	25	27	30	35
